Country,League,game_id,Season,Date,Time,Home,home_id,Away,Away_id,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Brazil,Serie A,1685,2016,31-07-16,15:00,Sao Paulo,26,Chapecoense-SC,26,2,2,0,1.61,3.8,7.18,1.61,3.92,7.5,1.56,3.65,6.48
Brazil,Serie A,1686,2016,31-07-16,20:00,Coritiba,10,Flamengo RJ,10,0,2,2,2.59,3.07,3.19,2.76,3.3,3.19,2.49,3.05,2.93
Brazil,Serie A,1687,2016,31-07-16,20:00,Internacional,18,Corinthians,18,0,1,2,2.62,3.09,3.12,2.74,3.2,3.12,2.51,3.02,2.93
Brazil,Serie A,1688,2016,31-07-16,20:00,Santos,25,Cruzeiro,25,2,0,1,1.93,3.51,4.51,1.95,3.66,4.72,1.88,3.41,4.08
Brazil,Serie A,1689,2016,31-07-16,22:30,America MG,1,Gremio,1,0,0,0,4.53,3.67,1.88,4.53,3.74,2.02,4.09,3.37,1.89
Brazil,Serie A,1690,2016,31-07-16,22:30,Botafogo RJ,7,Palmeiras,7,3,1,1,2.64,3.52,2.77,2.92,3.54,2.77,2.63,3.26,2.62
Brazil,Serie A,1691,2016,03-08-16,23:30,Sport Recife,27,America MG,27,1,1,0,1.52,4.22,7.64,1.54,4.5,8.4,1.49,4.14,6.47
Brazil,Serie A,1692,2016,03-08-16,23:30,Vitoria,29,Coritiba,29,3,1,1,2.09,3.34,4.05,2.1,3.46,4.1,2.04,3.25,3.68
Brazil,Serie A,1693,2016,04-08-16,1:45,Atletico-PR,4,Corinthians,4,2,0,1,3.19,3.23,2.49,3.38,3.23,2.65,2.96,3.05,2.47
Brazil,Serie A,1694,2016,04-08-16,1:45,Santos,25,Flamengo RJ,25,0,0,0,4.15,3.22,2.1,4.15,3.37,2.3,3.46,3.2,2.13
Brazil,Serie A,1695,2016,04-08-16,23:15,Ponte Preta,22,Botafogo RJ,22,2,0,1,2.06,3.47,3.96,2.1,3.55,3.97,2.02,3.35,3.61
Brazil,Serie A,1696,2016,04-08-16,23:30,Gremio,17,Santa Cruz,17,0,0,0,1.53,4.55,6.66,1.53,4.56,7.93,1.47,4.19,6.63
Brazil,Serie A,1697,2016,04-08-16,23:30,Sao Paulo,26,Atletico-MG,26,1,2,2,2.29,3.56,3.25,2.34,3.56,3.32,2.23,3.34,3.11
Brazil,Serie A,1698,2016,05-08-16,1:00,Cruzeiro,12,Internacional,12,4,2,1,1.72,3.82,5.5,1.76,3.86,5.75,1.69,3.6,4.99
Brazil,Serie A,1699,2016,05-08-16,1:30,Chapecoense-SC,8,Palmeiras,8,1,1,0,2.88,3.3,2.67,2.93,3.37,2.69,2.72,3.19,2.57
Brazil,Serie A,1700,2016,06-08-16,22:30,Flamengo RJ,14,Atletico-PR,14,1,0,1,1.78,3.58,5.47,1.79,3.64,5.95,1.72,3.44,5.05
Brazil,Serie A,1701,2016,07-08-16,15:00,America MG,1,Santos,1,1,0,1,3.18,3.28,2.46,3.82,3.37,2.48,3.07,3.2,2.33
Brazil,Serie A,1702,2016,07-08-16,20:00,Coritiba,10,Ponte Preta,10,3,1,1,1.97,3.36,4.54,2,3.4,4.54,1.93,3.27,4.05
Brazil,Serie A,1703,2016,07-08-16,20:00,Palmeiras,21,Vitoria,21,2,1,1,1.46,4.71,7.87,1.49,4.85,8.5,1.41,4.51,7.08
Brazil,Serie A,1704,2016,07-08-16,20:15,Internacional,18,Fluminense,18,2,2,0,2.22,3.41,3.55,2.25,3.45,3.97,2.15,3.22,3.4
Brazil,Serie A,1705,2016,07-08-16,20:15,Santa Cruz,24,Sao Paulo,24,1,2,2,2.56,3.23,3.06,2.62,3.27,3.1,2.48,3.1,2.89
Brazil,Serie A,1706,2016,07-08-16,22:30,Figueirense,13,Sport Recife,13,1,1,0,2.39,3.32,3.27,2.52,3.32,3.38,2.31,3.15,3.11
Brazil,Serie A,1707,2016,09-08-16,0:00,Atletico-MG,3,Chapecoense-SC,3,3,1,1,1.47,4.61,7.76,1.47,4.66,9.11,1.43,4.26,7.25
Brazil,Serie A,1708,2016,09-08-16,1:00,Corinthians,9,Cruzeiro,9,1,1,0,1.69,3.91,5.64,1.7,4,6,1.64,3.71,5.21
Brazil,Serie A,1709,2016,13-08-16,20:00,Sport Recife,27,Flamengo RJ,27,1,0,1,2.91,3.3,2.63,3,3.45,2.68,2.78,3.2,2.5
Brazil,Serie A,1710,2016,13-08-16,22:30,Ponte Preta,22,Figueirense,22,2,0,1,1.61,4.02,6.42,1.65,4.02,6.54,1.6,3.72,5.71
Brazil,Serie A,1711,2016,14-08-16,15:00,Fluminense,15,America MG,15,1,0,1,1.51,4.31,7.77,1.55,4.31,8.6,1.47,3.99,7.22
Brazil,Serie A,1712,2016,14-08-16,15:00,Gremio,17,Corinthians,17,3,0,1,2.21,3.24,3.78,2.24,3.34,3.85,2.15,3.14,3.49
Brazil,Serie A,1713,2016,14-08-16,20:00,Cruzeiro,12,Coritiba,12,2,2,0,1.53,4.18,7.57,1.6,4.2,7.57,1.52,3.9,6.53
Brazil,Serie A,1714,2016,14-08-16,20:00,Santos,25,Atletico-MG,25,3,0,1,2.24,3.42,3.51,2.45,3.42,3.51,2.23,3.29,3.14
Brazil,Serie A,1715,2016,14-08-16,20:00,Vitoria,29,Santa Cruz,29,2,2,0,1.82,3.7,4.85,1.83,3.77,5.05,1.77,3.56,4.44
Brazil,Serie A,1716,2016,14-08-16,20:15,Sao Paulo,26,Botafogo RJ,26,0,1,2,1.61,3.99,6.46,1.7,4,6.46,1.61,3.73,5.53
Brazil,Serie A,1717,2016,14-08-16,22:30,Atletico-PR,4,Palmeiras,4,0,1,2,2.65,3.23,2.95,2.69,3.32,2.95,2.54,3.13,2.79
Brazil,Serie A,1718,2016,16-08-16,0:00,Chapecoense-SC,8,Internacional,8,1,0,1,2.42,3.15,3.39,2.44,3.27,3.42,2.33,3.06,3.18
Brazil,Serie A,1719,2016,20-08-16,1:30,America MG,1,Chapecoense-SC,1,1,2,2,2.2,3.26,3.79,2.31,3.27,3.79,2.18,3.09,3.46
Brazil,Serie A,1720,2016,21-08-16,1:00,Botafogo RJ,7,Sport Recife,7,3,0,1,1.94,3.49,4.49,2.05,3.57,4.49,1.92,3.34,3.98
Brazil,Serie A,1721,2016,21-08-16,15:00,Atletico-MG,3,Atletico-PR,3,1,0,1,1.44,4.76,8.33,1.46,4.77,8.8,1.42,4.33,7.46
Brazil,Serie A,1722,2016,21-08-16,15:00,Flamengo RJ,14,Gremio,14,2,1,1,2.05,3.45,4.03,2.1,3.45,4.16,2.01,3.29,3.71
Brazil,Serie A,1723,2016,21-08-16,20:00,Internacional,18,Sao Paulo,18,1,1,0,2.09,3.34,4.04,2.2,3.35,4.06,2.08,3.19,3.64
Brazil,Serie A,1724,2016,21-08-16,20:00,Palmeiras,21,Ponte Preta,21,2,2,0,1.69,3.93,5.59,1.69,4.1,6,1.63,3.74,5.35
Brazil,Serie A,1725,2016,21-08-16,20:00,Santa Cruz,24,Fluminense,24,0,1,2,2.51,3.31,3.08,2.66,3.31,3.08,2.46,3.15,2.88
Brazil,Serie A,1726,2016,21-08-16,22:00,Coritiba,10,Santos,10,2,1,1,2.57,3.15,3.15,2.58,3.22,3.17,2.44,3.1,2.97
Brazil,Serie A,1727,2016,21-08-16,22:30,Figueirense,13,Cruzeiro,13,1,2,2,3.41,3.3,2.33,3.42,3.4,2.4,3.16,3.21,2.26
Brazil,Serie A,1728,2016,23-08-16,0:00,Corinthians,9,Vitoria,9,2,1,1,1.42,5.02,8.23,1.42,5.05,9.51,1.39,4.56,7.73
Brazil,Serie A,1729,2016,27-08-16,20:00,Ponte Preta,22,Corinthians,22,2,0,1,2.77,3.27,2.79,3,3.3,2.8,2.73,3.1,2.62
Brazil,Serie A,1730,2016,28-08-16,15:00,Cruzeiro,12,Santa Cruz,12,2,0,1,1.41,4.87,8.95,1.45,4.96,8.95,1.4,4.55,7.57
Brazil,Serie A,1731,2016,28-08-16,15:00,Santos,25,Figueirense,25,0,1,2,1.43,4.58,9.48,1.43,5,9.91,1.38,4.56,8.12
Brazil,Serie A,1732,2016,28-08-16,20:00,Chapecoense-SC,8,Flamengo RJ,8,1,3,2,2.91,3.25,2.67,2.98,3.25,2.7,2.82,3.08,2.56
Brazil,Serie A,1733,2016,28-08-16,20:00,Fluminense,15,Palmeiras,15,0,2,2,3.25,3.37,2.35,3.28,3.44,2.42,3.05,3.24,2.3
Brazil,Serie A,1734,2016,28-08-16,20:00,Gremio,17,Atletico-MG,17,1,1,0,1.77,3.83,5.02,1.85,3.83,5.02,1.77,3.57,4.48
Brazil,Serie A,1735,2016,28-08-16,20:00,Sao Paulo,26,Coritiba,26,0,0,0,1.76,3.69,5.35,1.8,3.74,5.45,1.72,3.54,4.87
Brazil,Serie A,1736,2016,28-08-16,22:30,Sport Recife,27,Internacional,27,1,1,0,2.52,3.22,3.14,2.57,3.27,3.22,2.4,3.1,2.98
Brazil,Serie A,1737,2016,28-08-16,22:30,Vitoria,29,America MG,29,2,1,1,1.72,3.89,5.36,1.74,3.9,5.65,1.67,3.67,5.03
Brazil,Serie A,1738,2016,30-08-16,0:00,Atletico-PR,4,Botafogo RJ,4,1,0,1,2.29,3.35,3.45,2.31,3.42,4,2.19,3.21,3.32
Brazil,Serie A,1739,2016,03-09-16,20:00,Fluminense,15,Figueirense,15,3,2,1,1.46,4.4,9.01,1.51,4.54,9.5,1.42,4.17,7.98
Brazil,Serie A,1740,2016,04-09-16,20:00,Botafogo RJ,7,Gremio,7,2,1,1,2.46,3.46,3.04,2.55,3.48,3.06,2.38,3.27,2.91
Brazil,Serie A,1741,2016,07-09-16,20:00,Botafogo RJ,7,Fluminense,7,1,0,1,2.47,3.14,3.31,2.55,3.18,3.4,2.38,3.07,3.08
Brazil,Serie A,1742,2016,07-09-16,20:00,Figueirense,13,Atletico-PR,13,1,0,1,2.43,3.14,3.37,2.48,3.2,3.52,2.33,3.04,3.2
Brazil,Serie A,1743,2016,07-09-16,20:00,Santa Cruz,24,Chapecoense-SC,24,2,2,0,2.19,3.27,3.82,2.25,3.3,4.06,2.1,3.18,3.58
Brazil,Serie A,1744,2016,07-09-16,23:30,Atletico-MG,3,Vitoria,3,2,1,1,1.43,5.02,7.79,1.43,5.25,8.32,1.4,4.63,7.16
Brazil,Serie A,1745,2016,08-09-16,1:45,Coritiba,10,Gremio,10,4,0,1,2.52,3.11,3.25,2.57,3.17,3.25,2.4,3.05,3.07
Brazil,Serie A,1746,2016,08-09-16,1:45,Flamengo RJ,14,Ponte Preta,14,2,1,1,1.71,3.86,5.46,1.71,3.86,5.81,1.66,3.61,5.18
Brazil,Serie A,1747,2016,08-09-16,1:45,Palmeiras,21,Sao Paulo,21,2,1,1,1.74,3.75,5.44,1.85,3.78,5.75,1.7,3.58,4.9
Brazil,Serie A,1748,2016,08-09-16,23:30,Corinthians,9,Sport Recife,9,3,0,1,1.53,4.34,7.16,1.55,4.45,7.53,1.5,4.02,6.6
Brazil,Serie A,1749,2016,09-09-16,1:00,America MG,1,Cruzeiro,1,0,2,2,4.72,3.66,1.85,4.86,3.7,1.91,4.24,3.45,1.84
Brazil,Serie A,1750,2016,09-09-16,1:00,Internacional,18,Santos,18,2,1,1,2.12,3.39,3.88,2.15,3.42,3.97,2.06,3.25,3.6
Brazil,Serie A,1751,2016,10-09-16,22:30,Vitoria,29,Flamengo RJ,29,1,2,2,3.15,3.69,2.29,3.27,3.69,2.4,3,3.38,2.27
Brazil,Serie A,1752,2016,11-09-16,15:00,Chapecoense-SC,8,Coritiba,8,1,0,1,2.02,3.45,4.16,2.16,3.45,4.16,2.04,3.24,3.7
Brazil,Serie A,1753,2016,11-09-16,15:00,Sao Paulo,26,Figueirense,26,3,1,1,1.46,4.45,8.69,1.5,4.65,8.9,1.45,4.1,7.38
Brazil,Serie A,1754,2016,11-09-16,20:00,Atletico-PR,4,Internacional,4,2,1,1,2.58,3.17,3.06,2.65,3.24,3.22,2.48,3.02,2.98
Brazil,Serie A,1755,2016,11-09-16,20:00,Cruzeiro,12,Botafogo RJ,12,0,2,2,1.52,4.43,7.17,1.57,4.45,7.17,1.5,4.15,6.14
Brazil,Serie A,1756,2016,11-09-16,20:00,Santos,25,Corinthians,25,2,1,1,2.33,3.29,3.43,2.5,3.29,3.48,2.3,3.15,3.16
Brazil,Serie A,1757,2016,11-09-16,20:00,Sport Recife,27,Santa Cruz,27,5,3,1,2.08,3.46,3.91,2.12,3.46,4.05,2.03,3.29,3.65
Brazil,Serie A,1758,2016,11-09-16,22:30,Gremio,17,Palmeiras,17,0,0,0,2.16,3.53,3.58,2.25,3.64,3.58,2.11,3.38,3.33
Brazil,Serie A,1759,2016,11-09-16,22:30,Ponte Preta,22,America MG,22,1,1,0,1.48,4.32,8.5,1.5,4.46,9,1.45,4.01,7.44
Brazil,Serie A,1760,2016,13-09-16,0:00,Fluminense,15,Atletico-MG,15,4,2,1,2.27,3.61,3.25,2.36,3.72,3.32,2.19,3.41,3.12
Brazil,Serie A,1761,2016,14-09-16,23:30,Botafogo RJ,7,Santos,7,0,1,2,2.74,3.3,2.81,2.74,3.42,2.86,2.58,3.22,2.68
Brazil,Serie A,1762,2016,14-09-16,23:30,Figueirense,13,America MG,13,2,2,0,2.31,3.15,3.64,2.31,3.3,3.77,2.2,3.07,3.42
Brazil,Serie A,1763,2016,15-09-16,1:00,Ponte Preta,22,Gremio,22,3,0,1,2.39,3.22,3.37,2.5,3.32,3.37,2.34,3.07,3.14
Brazil,Serie A,1764,2016,15-09-16,1:00,Santa Cruz,24,Atletico-PR,24,1,0,1,2.01,3.51,4.11,2.05,3.51,4.3,1.95,3.29,3.93
Brazil,Serie A,1765,2016,15-09-16,1:45,Coritiba,10,Corinthians,10,1,1,0,2.49,3.29,3.13,2.61,3.3,3.13,2.44,3.09,2.96
Brazil,Serie A,1766,2016,15-09-16,1:45,Palmeiras,21,Flamengo RJ,21,1,1,0,1.97,3.61,4.16,2.01,3.61,4.19,1.94,3.4,3.82
Brazil,Serie A,1767,2016,15-09-16,23:30,Atletico-MG,3,Sport Recife,3,1,0,1,1.47,4.8,7.44,1.5,4.86,7.73,1.45,4.4,6.69
Brazil,Serie A,1768,2016,15-09-16,23:30,Fluminense,15,Chapecoense-SC,15,1,2,2,1.68,3.72,6.16,1.71,3.77,6.16,1.66,3.54,5.4
Brazil,Serie A,1769,2016,16-09-16,1:00,Internacional,18,Vitoria,18,0,1,2,1.53,4.28,7.16,1.56,4.35,7.5,1.5,4.01,6.52
Brazil,Serie A,1770,2016,16-09-16,1:00,Sao Paulo,26,Cruzeiro,26,1,0,1,1.98,3.48,4.31,2,3.57,4.36,1.93,3.34,3.96
Brazil,Serie A,1771,2016,17-09-16,20:00,Corinthians,9,Palmeiras,9,0,2,2,2.35,3.32,3.37,2.44,3.32,3.37,2.29,3.15,3.15
Brazil,Serie A,1772,2016,18-09-16,15:00,Flamengo RJ,14,Figueirense,14,2,0,1,1.33,5.36,11.76,1.4,5.4,12.5,1.31,4.88,9.77
Brazil,Serie A,1773,2016,18-09-16,20:00,Atletico-PR,4,Sao Paulo,4,1,0,1,2.95,3.09,2.76,3.02,3.09,2.92,2.78,2.94,2.69
Brazil,Serie A,1774,2016,18-09-16,20:00,Chapecoense-SC,8,Ponte Preta,8,2,2,0,2.66,3.09,3.07,2.67,3.1,3.1,2.49,3.01,2.95
Brazil,Serie A,1775,2016,18-09-16,20:00,Cruzeiro,12,Atletico-MG,12,1,1,0,1.98,3.71,4.01,2,3.73,4.07,1.93,3.49,3.74
Brazil,Serie A,1776,2016,18-09-16,20:00,Gremio,17,Fluminense,17,0,1,2,1.78,3.63,5.34,1.8,3.67,5.55,1.75,3.43,4.85
Brazil,Serie A,1777,2016,18-09-16,20:00,Sport Recife,27,Coritiba,27,0,1,2,1.89,3.56,4.64,1.93,3.56,4.66,1.85,3.38,4.25
Brazil,Serie A,1778,2016,18-09-16,22:30,Santos,25,Santa Cruz,25,3,2,1,1.53,4.42,6.83,1.54,4.6,8.09,1.49,4.11,6.4
Brazil,Serie A,1779,2016,18-09-16,22:30,Vitoria,29,Botafogo RJ,29,0,1,2,2,3.53,4.13,2.15,3.53,4.13,2.03,3.37,3.57
Brazil,Serie A,1780,2016,20-09-16,0:00,America MG,1,Internacional,1,1,0,1,3.07,3.25,2.55,3.28,3.28,2.6,2.98,3.07,2.45
Brazil,Serie A,1781,2016,24-09-16,20:00,Palmeiras,21,Coritiba,21,2,1,1,1.44,4.56,9.05,1.45,4.75,11,1.39,4.41,8.1
Brazil,Serie A,1782,2016,24-09-16,22:30,Sport Recife,27,Santos,27,1,0,1,2.36,3.29,3.35,2.47,3.42,3.35,2.28,3.2,3.14
Brazil,Serie A,1783,2016,25-09-16,1:00,America MG,1,Botafogo RJ,1,1,0,1,2.53,3.17,3.12,2.7,3.23,3.2,2.5,3.09,2.86
Brazil,Serie A,1784,2016,25-09-16,15:00,Atletico-PR,4,Ponte Preta,4,3,0,1,2.42,3.06,3.5,2.56,3.1,3.74,2.34,2.98,3.25
Brazil,Serie A,1785,2016,25-09-16,15:00,Figueirense,13,Santa Cruz,13,3,1,1,2.59,3.12,3.14,2.59,3.28,3.2,2.43,3.12,2.96
Brazil,Serie A,1786,2016,25-09-16,20:00,Corinthians,9,Fluminense,9,0,1,2,1.79,3.39,5.87,1.81,3.6,5.87,1.74,3.38,5.01
Brazil,Serie A,1787,2016,25-09-16,20:00,Flamengo RJ,14,Cruzeiro,14,2,1,1,1.9,3.69,4.37,1.94,3.9,4.66,1.84,3.53,4.1
Brazil,Serie A,1788,2016,25-09-16,20:00,Gremio,17,Chapecoense-SC,17,1,0,1,1.61,3.85,7.04,1.65,4,7.04,1.59,3.69,5.9
Brazil,Serie A,1789,2016,25-09-16,20:00,Vitoria,29,Sao Paulo,29,2,0,1,2.47,3.29,3.16,2.48,3.5,3.32,2.34,3.22,2.99
Brazil,Serie A,1790,2016,25-09-16,22:30,Atletico-MG,3,Internacional,3,3,1,1,1.76,3.63,5.56,1.76,3.95,5.85,1.68,3.6,5.07
Brazil,Serie A,1791,2016,01-10-16,15:00,Fluminense,15,Sport Recife,15,3,1,1,1.75,3.66,5.5,1.79,3.82,6.14,1.68,3.6,5.04
Brazil,Serie A,1792,2016,01-10-16,20:00,Chapecoense-SC,8,Vitoria,8,1,4,2,1.95,3.45,4.5,2,3.52,4.5,1.91,3.34,4.06
Brazil,Serie A,1793,2016,01-10-16,20:00,Santos,25,Atletico-PR,25,2,0,1,1.56,3.88,7.99,1.64,3.97,7.99,1.56,3.69,6.43
Brazil,Serie A,1794,2016,01-10-16,20:00,Sao Paulo,26,Flamengo RJ,26,0,0,0,2.49,3.33,3.1,2.55,3.34,3.17,2.4,3.18,2.93
Brazil,Serie A,1795,2016,01-10-16,20:30,Botafogo RJ,7,Corinthians,7,2,0,1,2.35,3.22,3.46,2.45,3.22,3.52,2.3,3.09,3.21
Brazil,Serie A,1796,2016,01-10-16,20:30,Ponte Preta,22,Atletico-MG,22,1,2,2,2.25,3.41,3.48,2.45,3.47,3.48,2.23,3.25,3.2
Brazil,Serie A,1797,2016,01-10-16,22:30,Cruzeiro,12,Gremio,12,1,0,1,1.67,3.97,5.73,1.75,3.99,5.75,1.64,3.69,5.22
Brazil,Serie A,1798,2016,02-10-16,1:00,Internacional,18,Figueirense,18,1,0,1,1.43,4.58,9.29,1.52,4.58,9.29,1.44,4.11,7.64
Brazil,Serie A,1799,2016,04-10-16,0:00,Santa Cruz,24,Palmeiras,24,2,3,2,3.2,3.26,2.47,3.36,3.44,2.47,3.01,3.19,2.35
Brazil,Serie A,1800,2016,04-10-16,1:00,Coritiba,10,America MG,10,3,0,1,1.54,4.1,7.66,1.6,4.35,7.66,1.52,3.84,6.6
Brazil,Serie A,1801,2016,05-10-16,23:30,Atletico-PR,4,Chapecoense-SC,4,3,1,1,1.99,3.26,4.65,2.05,3.27,4.86,1.95,3.14,4.2
Brazil,Serie A,1802,2016,05-10-16,23:30,Vitoria,29,Gremio,29,0,1,2,2.13,3.43,3.79,2.16,3.56,3.79,2.09,3.28,3.47
Brazil,Serie A,1803,2016,06-10-16,1:00,Corinthians,9,Atletico-MG,9,0,0,0,2.03,3.63,3.89,2.03,3.82,4.66,1.91,3.49,3.88
Brazil,Serie A,1804,2016,06-10-16,1:00,Santos,25,Fluminense,25,2,1,1,2.03,3.49,4.08,2.05,3.52,4.36,1.95,3.34,3.89
Brazil,Serie A,1805,2016,06-10-16,1:45,Sport Recife,27,Sao Paulo,27,1,1,0,2.21,3.28,3.74,2.22,3.37,3.82,2.14,3.2,3.45
Brazil,Serie A,1806,2016,06-10-16,23:30,Internacional,18,Coritiba,18,1,0,1,1.83,3.45,5.33,1.89,3.5,5.7,1.77,3.31,4.95
Brazil,Serie A,1807,2016,09-10-16,1:00,Cruzeiro,12,Ponte Preta,12,2,0,1,1.7,3.79,5.79,1.75,3.92,5.85,1.67,3.64,5.1
Brazil,Serie A,1808,2016,09-10-16,21:00,America MG,1,Palmeiras,1,0,2,2,9,4.64,1.43,9,4.8,1.49,7.37,4.24,1.43
Brazil,Serie A,1809,2016,09-10-16,21:00,Figueirense,13,Botafogo RJ,13,0,1,2,2.71,3.19,2.93,2.71,3.22,2.98,2.57,3.09,2.8
Brazil,Serie A,1810,2016,09-10-16,21:00,Flamengo RJ,14,Santa Cruz,14,3,0,1,1.38,5.19,9.19,1.42,5.3,9.3,1.36,4.74,7.85
Brazil,Serie A,1811,2016,12-10-16,15:00,Chapecoense-SC,8,Sport Recife,8,3,0,1,1.99,3.41,4.35,2,3.57,4.4,1.94,3.36,3.91
Brazil,Serie A,1812,2016,12-10-16,23:30,Coritiba,10,Figueirense,10,0,0,0,1.53,4.12,7.82,1.54,4.16,8.12,1.5,3.83,6.9
Brazil,Serie A,1813,2016,13-10-16,1:45,Botafogo RJ,7,Internacional,7,1,0,1,2.01,3.37,4.51,2.05,3.38,4.9,1.95,3.21,4.07
Brazil,Serie A,1814,2016,13-10-16,1:45,Santa Cruz,24,Corinthians,24,2,4,2,4.53,3.62,1.89,4.75,3.63,1.92,4.27,3.48,1.82
Brazil,Serie A,1815,2016,13-10-16,23:30,Atletico-MG,3,America MG,3,3,0,1,1.34,5.39,10.77,1.37,5.7,11.5,1.32,4.95,8.83
Brazil,Serie A,1816,2016,13-10-16,23:30,Palmeiras,21,Cruzeiro,21,0,0,0,1.75,3.79,5.31,1.86,4,5.5,1.73,3.58,4.69
Brazil,Serie A,1817,2016,13-10-16,23:30,Ponte Preta,22,Vitoria,22,2,0,1,1.72,3.76,5.62,1.79,3.84,5.75,1.67,3.64,5.04
Brazil,Serie A,1818,2016,14-10-16,1:00,Fluminense,15,Flamengo RJ,15,1,2,2,3.33,3.31,2.37,3.62,3.31,2.4,3.17,3.16,2.28
Brazil,Serie A,1819,2016,14-10-16,1:00,Gremio,17,Atletico-PR,17,1,0,1,1.56,3.89,7.88,1.64,3.89,8,1.54,3.66,6.87
Brazil,Serie A,1820,2016,14-10-16,1:00,Sao Paulo,26,Santos,26,0,1,2,2.54,3.19,3.15,2.66,3.27,3.34,2.46,3.09,2.93
Brazil,Serie A,1821,2016,16-10-16,20:00,Atletico-PR,4,Coritiba,4,2,0,1,3.12,3.08,2.63,3.12,3.08,2.88,2.88,2.91,2.63
Brazil,Serie A,1822,2016,16-10-16,20:00,Botafogo RJ,7,Atletico-MG,7,3,2,1,2.59,3.26,3.01,2.76,3.32,3.01,2.57,3.15,2.75
Brazil,Serie A,1823,2016,16-10-16,20:00,Cruzeiro,12,Chapecoense-SC,12,0,0,0,1.46,4.34,9.23,1.5,4.46,9.23,1.45,4.09,7.42
Brazil,Serie A,1824,2016,16-10-16,20:00,Figueirense,13,Palmeiras,13,1,2,2,5.02,3.68,1.81,5.35,3.75,1.83,4.65,3.46,1.77
Brazil,Serie A,1825,2016,16-10-16,20:00,Internacional,18,Flamengo RJ,18,2,1,1,2.63,3.19,3.01,2.78,3.27,3.01,2.57,3.06,2.81
Brazil,Serie A,1826,2016,16-10-16,21:30,Corinthians,9,America MG,9,2,0,1,1.36,5.13,10.46,1.36,5.3,11.39,1.33,4.82,8.85
Brazil,Serie A,1827,2016,16-10-16,21:30,Ponte Preta,22,Santa Cruz,22,3,0,1,1.6,4.17,6.27,1.63,4.17,6.3,1.58,3.84,5.59
Brazil,Serie A,1828,2016,16-10-16,22:30,Santos,25,Gremio,25,1,1,0,1.62,4,6.33,1.88,4.06,6.6,1.61,3.71,5.5
Brazil,Serie A,1829,2016,16-10-16,22:30,Sport Recife,27,Vitoria,27,1,0,1,1.83,3.76,4.73,1.9,3.87,4.73,1.81,3.55,4.16
Brazil,Serie A,1830,2016,17-10-16,23:00,Fluminense,15,Sao Paulo,15,1,2,2,1.99,3.43,4.34,2,3.44,4.55,1.93,3.31,3.98
Brazil,Serie A,1831,2016,20-10-16,0:45,Santa Cruz,24,Botafogo RJ,24,0,1,2,2.9,3.29,2.64,3.05,3.37,2.68,2.76,3.2,2.52
Brazil,Serie A,1832,2016,22-10-16,20:00,Sao Paulo,26,Ponte Preta,26,2,0,1,1.93,3.46,4.57,2,3.6,4.66,1.9,3.34,4.09
Brazil,Serie A,1833,2016,23-10-16,20:00,Flamengo RJ,14,Corinthians,14,2,2,0,1.67,3.93,5.86,1.71,3.98,6,1.64,3.67,5.29
Brazil,Serie A,1834,2016,23-10-16,20:00,Gremio,17,Internacional,17,0,0,0,2.18,3.23,3.89,2.25,3.25,3.97,2.14,3.07,3.6
Brazil,Serie A,1835,2016,23-10-16,20:00,Palmeiras,21,Sport Recife,21,2,1,1,1.37,5.12,10.13,1.4,5.2,10.4,1.36,4.72,8.32
Brazil,Serie A,1836,2016,23-10-16,20:00,Vitoria,29,Cruzeiro,29,0,1,2,2.66,3.26,2.88,2.8,3.37,2.94,2.58,3.16,2.71
Brazil,Serie A,1837,2016,23-10-16,21:30,Coritiba,10,Fluminense,10,1,1,0,2.22,3.33,3.66,2.31,3.4,3.66,2.21,3.18,3.29
Brazil,Serie A,1838,2016,23-10-16,22:30,Atletico-MG,3,Figueirense,3,3,0,1,1.31,5.61,12.02,1.31,5.95,14.36,1.27,5.2,10.91
Brazil,Serie A,1839,2016,23-10-16,22:30,Chapecoense-SC,8,Santos,8,0,1,2,2.81,3.37,2.69,3.07,3.37,2.76,2.74,3.16,2.57
Brazil,Serie A,1840,2016,24-10-16,23:00,America MG,1,Atletico-PR,1,1,0,1,2.7,3.09,3.02,2.86,3.22,3.02,2.6,2.96,2.87
Brazil,Serie A,1841,2016,27-10-16,23:30,Sport Recife,27,Ponte Preta,27,1,0,1,2.06,3.4,4.07,2.06,3.57,4.56,1.91,3.35,4.04
Brazil,Serie A,1842,2016,28-10-16,22:30,Fluminense,15,Vitoria,15,2,2,0,1.61,4.3,5.84,1.63,4.3,6.5,1.59,3.88,5.46
Brazil,Serie A,1843,2016,29-10-16,19:30,Atletico-MG,3,Flamengo RJ,3,2,2,0,2.3,3.65,3.15,2.33,3.65,3.28,2.23,3.36,3.09
Brazil,Serie A,1844,2016,29-10-16,19:30,Atletico-PR,4,Cruzeiro,4,1,0,1,2.19,3.26,3.83,2.23,3.26,4.05,2.13,3.07,3.63
Brazil,Serie A,1845,2016,29-10-16,19:30,Corinthians,9,Chapecoense-SC,9,1,1,0,1.58,4.17,6.62,1.59,4.17,7.14,1.53,3.86,6.46
Brazil,Serie A,1846,2016,29-10-16,21:30,Botafogo RJ,7,Coritiba,7,0,0,0,1.75,3.69,5.45,1.8,3.69,5.85,1.73,3.42,5
